Author_Name,University/Organization,Paper_title,Keywords,Year,Conference
Yibo  Zhu,University of California Santa Barbara,Demystifying 60GHz Outdoor Picocells,"60ghz wireless, picocells, wireless beamforming",2014,mobicom
Zengbin  Zhang,University of California Santa Barbara,Demystifying 60GHz Outdoor Picocells,"60ghz wireless, picocells, wireless beamforming",2014,mobicom
Zhinus  Marzi,University California Santa Barbara,Demystifying 60GHz Outdoor Picocells,"60ghz wireless, picocells, wireless beamforming",2014,mobicom
Chris  Nelson,University of California Santa Barbara,Demystifying 60GHz Outdoor Picocells,"60ghz wireless, picocells, wireless beamforming",2014,mobicom
Upamanyu  Madhow,University of California Santa Barbara,Demystifying 60GHz Outdoor Picocells,"60ghz wireless, picocells, wireless beamforming",2014,mobicom
Ben  Zhao,University of California Santa Barbara,Demystifying 60GHz Outdoor Picocells,"60ghz wireless, picocells, wireless beamforming",2014,mobicom
Haitao Zheng,University of California Santa Barbara,Demystifying 60GHz Outdoor Picocells,"60ghz wireless, picocells, wireless beamforming",2014,mobicom
Tan  Zhang,University of Wisconsin Madison,A Vehicle-Based Measurement Framework for Enhancing Whitespace Spectrum Databases,"vehicular sensing, channel quality, localization, propagation model, spectrum database, tv whitespaces",2014,mobicom
Ning  Leng,University of Wisconsin Madison,A Vehicle-Based Measurement Framework for Enhancing Whitespace Spectrum Databases,"vehicular sensing, channel quality, localization, propagation model, spectrum database, tv whitespaces",2014,mobicom
Suman  Banerjee,University of Wisconsin Madison,A Vehicle-Based Measurement Framework for Enhancing Whitespace Spectrum Databases,"vehicular sensing, channel quality, localization, propagation model, spectrum database, tv whitespaces",2014,mobicom
Narendra  Anand,Rice University,Case for UHF-Band MU-MIMO,"channel measurement, demmel condition number, channel correlation, beamforming, uhf, multi-user mimo, channel state information",2014,mobicom
Ryan E. Guerra,Rice University,Case for UHF-Band MU-MIMO,"channel measurement, demmel condition number, channel correlation, beamforming, uhf, multi-user mimo, channel state information",2014,mobicom
Edward W Knightly,Rice University,Case for UHF-Band MU-MIMO,"channel measurement, demmel condition number, channel correlation, beamforming, uhf, multi-user mimo, channel state information",2014,mobicom
Anran  Wang,SKLSDE Lab,Enhancing Reliability to Boost the Throughput over Screen-Camera Links,"transmission, dynamic barcodes, reliability, smartphones",2014,mobicom
Shuai Ma,SKLSDE Lab,Enhancing Reliability to Boost the Throughput over Screen-Camera Links,"transmission, dynamic barcodes, reliability, smartphones",2014,mobicom
Chunming  Hu,SKLSDE Lab,Enhancing Reliability to Boost the Throughput over Screen-Camera Links,"transmission, dynamic barcodes, reliability, smartphones",2014,mobicom
Jinpeng  Huai,SKLSDE Lab,Enhancing Reliability to Boost the Throughput over Screen-Camera Links,"transmission, dynamic barcodes, reliability, smartphones",2014,mobicom
Chunyi  Peng,Ohio State University,Enhancing Reliability to Boost the Throughput over Screen-Camera Links,"transmission, dynamic barcodes, reliability, smartphones",2014,mobicom
Guobin  Shen,Microsoft Research,Enhancing Reliability to Boost the Throughput over Screen-Camera Links,"transmission, dynamic barcodes, reliability, smartphones",2014,mobicom
Jeff  Gehlhaar,Qualcomm Technologies,Future of Mobile Computing,"embedded cognition, brain inspired computing, artifical intelligence, sensor future, mobile, machine learning",2014,mobicom
Karthikeyan  Sundaresan,NEC Laboratories America,Full-Duplex without Strings: Enabling Full-Duplex with Half-Duplex Clients,"spatial interference alignment, uplink-downlink interference, full-duplex, half-duplex clients",2014,mobicom
Mohammad Amir (Amir) Khojastepour,NEC Laboratories America,Full-Duplex without Strings: Enabling Full-Duplex with Half-Duplex Clients,"spatial interference alignment, uplink-downlink interference, full-duplex, half-duplex clients",2014,mobicom
Eugene  Chai,NEC Laboratories America,Full-Duplex without Strings: Enabling Full-Duplex with Half-Duplex Clients,"spatial interference alignment, uplink-downlink interference, full-duplex, half-duplex clients",2014,mobicom
Sampath  Rangarajan,NEC Laboratories America,Full-Duplex without Strings: Enabling Full-Duplex with Half-Duplex Clients,"spatial interference alignment, uplink-downlink interference, full-duplex, half-duplex clients",2014,mobicom
Vincent  Liu,University of Washington,Enabling Instantaneous Feedback with Full-Duplex Backscatter,"backscatter, full-duplex wireless, wireless",2014,mobicom
Vamsi  Talla,University of Washington,Enabling Instantaneous Feedback with Full-Duplex Backscatter,"backscatter, full-duplex wireless, wireless",2014,mobicom
Shyam Gollakota,University of Washington,Enabling Instantaneous Feedback with Full-Duplex Backscatter,"backscatter, full-duplex wireless, wireless",2014,mobicom
Wenjun  Hu,Yale University,Strata: Layered Coding for Scalable Visual Communication,"scalable visual communication, layered coding, display-camera links",2014,mobicom
Jingshu  Mao,Peking University,Strata: Layered Coding for Scalable Visual Communication,"scalable visual communication, layered coding, display-camera links",2014,mobicom
Zihui  Huang,Peking University,Strata: Layered Coding for Scalable Visual Communication,"scalable visual communication, layered coding, display-camera links",2014,mobicom
Yiqing  Xue,Peking University,Strata: Layered Coding for Scalable Visual Communication,"scalable visual communication, layered coding, display-camera links",2014,mobicom
Junfeng  She,Peking University,Strata: Layered Coding for Scalable Visual Communication,"scalable visual communication, layered coding, display-camera links",2014,mobicom
Kaigui  Bian,Peking University,Strata: Layered Coding for Scalable Visual Communication,"scalable visual communication, layered coding, display-camera links",2014,mobicom
Guobin  Shen,Microsoft Research,Strata: Layered Coding for Scalable Visual Communication,"scalable visual communication, layered coding, display-camera links",2014,mobicom
Lan  Zhang,Tsinghua University,It Starts with IGaze: Visual Attention Driven Networking with Smart Glasses,"smart glasses, gaze tracking, device paring, attention driven networking",2014,mobicom
Xiangyang  Li,Tsinghua University,It Starts with IGaze: Visual Attention Driven Networking with Smart Glasses,"smart glasses, gaze tracking, device paring, attention driven networking",2014,mobicom
Wenchao Huang,University of Science and Technology of China,It Starts with IGaze: Visual Attention Driven Networking with Smart Glasses,"smart glasses, gaze tracking, device paring, attention driven networking",2014,mobicom
Kebin  Liu,Tsinghua University,It Starts with IGaze: Visual Attention Driven Networking with Smart Glasses,"smart glasses, gaze tracking, device paring, attention driven networking",2014,mobicom
Shuwei  Zong,Suzhou Institute for Advanced Study,It Starts with IGaze: Visual Attention Driven Networking with Smart Glasses,"smart glasses, gaze tracking, device paring, attention driven networking",2014,mobicom
Xuesi  Jian,Illinois Institute of Technology,It Starts with IGaze: Visual Attention Driven Networking with Smart Glasses,"smart glasses, gaze tracking, device paring, attention driven networking",2014,mobicom
Puchun  Feng,Tsinghua University,It Starts with IGaze: Visual Attention Driven Networking with Smart Glasses,"smart glasses, gaze tracking, device paring, attention driven networking",2014,mobicom
Taeho  Jung,Illinois Institute of Technology,It Starts with IGaze: Visual Attention Driven Networking with Smart Glasses,"smart glasses, gaze tracking, device paring, attention driven networking",2014,mobicom
Yunhao Liu,Tsinghua University,It Starts with IGaze: Visual Attention Driven Networking with Smart Glasses,"smart glasses, gaze tracking, device paring, attention driven networking",2014,mobicom
Farnoosh  Moshir,Portland State University,Wireless Barcodes for Tagging Infrastructure,"propagation, terahertz, barcodes",2014,mobicom
Suresh  Singh,Portland State University,Wireless Barcodes for Tagging Infrastructure,"propagation, terahertz, barcodes",2014,mobicom
Swati  Rallapalli,University of Texas Austin,Enabling Physical Analytics in Retail Stores Using Smart Glasses,"localization, smart glasses, wifi, retail spaces, physical analytics, wearables",2014,mobicom
Aishwarya  Ganesan,Microsoft Research India,Enabling Physical Analytics in Retail Stores Using Smart Glasses,"localization, smart glasses, wifi, retail spaces, physical analytics, wearables",2014,mobicom
Krishna Kant Chintalapudi,Microsoft Research India,Enabling Physical Analytics in Retail Stores Using Smart Glasses,"localization, smart glasses, wifi, retail spaces, physical analytics, wearables",2014,mobicom
Venkata N Padmanabhan,Microsoft Research India,Enabling Physical Analytics in Retail Stores Using Smart Glasses,"localization, smart glasses, wifi, retail spaces, physical analytics, wearables",2014,mobicom
Lili  Qiu,University of Texas Austin,Enabling Physical Analytics in Retail Stores Using Smart Glasses,"localization, smart glasses, wifi, retail spaces, physical analytics, wearables",2014,mobicom
Leonard  Kleinrock,University of California Los Angeles,Some of My Simple Results,"packet radio networks, local area networks, intelligent software agents, internet, broadband networks, packet switching networks, performance evaluation",2014,mobicom
Feng  Lu,University of California at San Diego,Enfold: Downclocking OFDM in WiFi,"energy efficiency, downclocking, dvfs, wifi, ofdm",2014,mobicom
Patrick  Ling,University of California at San Diego,Enfold: Downclocking OFDM in WiFi,"energy efficiency, downclocking, dvfs, wifi, ofdm",2014,mobicom
Geoffrey Michael Voelker,University of California at San Diego,Enfold: Downclocking OFDM in WiFi,"energy efficiency, downclocking, dvfs, wifi, ofdm",2014,mobicom
Alex C Snoeren,University of California at San Diego,Enfold: Downclocking OFDM in WiFi,"energy efficiency, downclocking, dvfs, wifi, ofdm",2014,mobicom
Hang  Yu,Rice University,Combating Inter-Cell Interference in 802.11ac-Based Multi-User MIMO Networks,"802.11ac, multi-user mimo, coaca, inter-cell interference",2014,mobicom
Oscar  Bejarano,Rice University,Combating Inter-Cell Interference in 802.11ac-Based Multi-User MIMO Networks,"802.11ac, multi-user mimo, coaca, inter-cell interference",2014,mobicom
Lin  Zhong,Rice University,Combating Inter-Cell Interference in 802.11ac-Based Multi-User MIMO Networks,"802.11ac, multi-user mimo, coaca, inter-cell interference",2014,mobicom
Jon Gjengset,University College London,Phaser: Enabling Phased Array Signal Processing on Commodity WiFi Access Points,"nics synchronization, angle-of-arrival, location tracking, phased-array, signal processing, phase calibration",2014,mobicom
Jie  Xiong,University College London,Phaser: Enabling Phased Array Signal Processing on Commodity WiFi Access Points,"nics synchronization, angle-of-arrival, location tracking, phased-array, signal processing, phase calibration",2014,mobicom
Graeme  McPhillips,University College London,Phaser: Enabling Phased Array Signal Processing on Commodity WiFi Access Points,"nics synchronization, angle-of-arrival, location tracking, phased-array, signal processing, phase calibration",2014,mobicom
Kyle Jamieson,University College London,Phaser: Enabling Phased Array Signal Processing on Commodity WiFi Access Points,"nics synchronization, angle-of-arrival, location tracking, phased-array, signal processing, phase calibration",2014,mobicom
Wenjie  Zhou,Ohio State University,BBN: Throughput Scaling in Dense Enterprise WLANs with Bind Beamforming and Nulling,"blind beamforming and nulling, enterprise networks",2014,mobicom
Tarun  Bansal,Ohio State University,BBN: Throughput Scaling in Dense Enterprise WLANs with Bind Beamforming and Nulling,"blind beamforming and nulling, enterprise networks",2014,mobicom
Prasun  Sinha,Ohio State University,BBN: Throughput Scaling in Dense Enterprise WLANs with Bind Beamforming and Nulling,"blind beamforming and nulling, enterprise networks",2014,mobicom
Kannan  Srinivasan,Ohio State University,BBN: Throughput Scaling in Dense Enterprise WLANs with Bind Beamforming and Nulling,"blind beamforming and nulling, enterprise networks",2014,mobicom
Sanae  Rosen,University of Michigan Ann Arbor,Discovering Fine-Grained RRC State Dynamics and Performance Impacts in Cellular Networks,"smartphones, rrc state machine, cellular network performance, 4g lte, application qoe, 3g",2014,mobicom
Haokun  Luo,University of Michigan Ann Arbor,Discovering Fine-Grained RRC State Dynamics and Performance Impacts in Cellular Networks,"smartphones, rrc state machine, cellular network performance, 4g lte, application qoe, 3g",2014,mobicom
Qi Alfred Chen,University of Michigan Ann Arbor,Discovering Fine-Grained RRC State Dynamics and Performance Impacts in Cellular Networks,"smartphones, rrc state machine, cellular network performance, 4g lte, application qoe, 3g",2014,mobicom
Zhuoqingmorley  Mao,University of Michigan Ann Arbor,Discovering Fine-Grained RRC State Dynamics and Performance Impacts in Cellular Networks,"smartphones, rrc state machine, cellular network performance, 4g lte, application qoe, 3g",2014,mobicom
Jie  Hui,T-Mobile USA Inc.,Discovering Fine-Grained RRC State Dynamics and Performance Impacts in Cellular Networks,"smartphones, rrc state machine, cellular network performance, 4g lte, application qoe, 3g",2014,mobicom
Aaron  Drake,T-Mobile USA Inc.,Discovering Fine-Grained RRC State Dynamics and Performance Impacts in Cellular Networks,"smartphones, rrc state machine, cellular network performance, 4g lte, application qoe, 3g",2014,mobicom
Kevin  Lau,T-Mobile USA Inc.,Discovering Fine-Grained RRC State Dynamics and Performance Impacts in Cellular Networks,"smartphones, rrc state machine, cellular network performance, 4g lte, application qoe, 3g",2014,mobicom
Rajesh  Mahindra,NEC Laboratories America Inc.,A Practical Traffic Management System for Integrated LTE-WiFi Networks,"wifi offload, cellular networks, traffic management",2014,mobicom
Hari  Viswanathan,Rutgers University,A Practical Traffic Management System for Integrated LTE-WiFi Networks,"wifi offload, cellular networks, traffic management",2014,mobicom
Karthikeyan  Sundaresan,NEC Laboratories America Inc.,A Practical Traffic Management System for Integrated LTE-WiFi Networks,"wifi offload, cellular networks, traffic management",2014,mobicom
Mustafa Yasir Arslan,NEC Laboratories America Inc.,A Practical Traffic Management System for Integrated LTE-WiFi Networks,"wifi offload, cellular networks, traffic management",2014,mobicom
Sampath  Rangarajan,NEC Laboratories America Inc.,A Practical Traffic Management System for Integrated LTE-WiFi Networks,"wifi offload, cellular networks, traffic management",2014,mobicom
Desheng  Zhang,University of Minnesota,Exploring Human Mobility with Multi-Source Data at Extremely Large Metropolitan Scales,"urban transit networks, mobility pattern, cellphone networks",2014,mobicom
Jun  Huang,Shenzhen Institute of Advanced Technology,Exploring Human Mobility with Multi-Source Data at Extremely Large Metropolitan Scales,"urban transit networks, mobility pattern, cellphone networks",2014,mobicom
Ye  Li,Shenzhen Institute of Advanced Technology,Exploring Human Mobility with Multi-Source Data at Extremely Large Metropolitan Scales,"urban transit networks, mobility pattern, cellphone networks",2014,mobicom
Fan  Zhang,Shenzhen Institute of Advanced Technology,Exploring Human Mobility with Multi-Source Data at Extremely Large Metropolitan Scales,"urban transit networks, mobility pattern, cellphone networks",2014,mobicom
Chengzhong  Xu,Shenzhen Institute of Advanced Technology,Exploring Human Mobility with Multi-Source Data at Extremely Large Metropolitan Scales,"urban transit networks, mobility pattern, cellphone networks",2014,mobicom
Tian  He,University of Minnesota,Exploring Human Mobility with Multi-Source Data at Extremely Large Metropolitan Scales,"urban transit networks, mobility pattern, cellphone networks",2014,mobicom
Athula  Balachandran,Carnegie Mellon University,Modeling Web Quality-of-Experience on Cellular Networks,"performance, quality of experience (qoe), web browsing, cellular network",2014,mobicom
Vaneet  Aggarwal,AT&T Labs Research,Modeling Web Quality-of-Experience on Cellular Networks,"performance, quality of experience (qoe), web browsing, cellular network",2014,mobicom
Emir  Halepovic,AT&T Labs Research,Modeling Web Quality-of-Experience on Cellular Networks,"performance, quality of experience (qoe), web browsing, cellular network",2014,mobicom
Jeffrey  Pang,AT&T Labs Research,Modeling Web Quality-of-Experience on Cellular Networks,"performance, quality of experience (qoe), web browsing, cellular network",2014,mobicom
Srinivasan  Seshan,Carnegie Mellon University,Modeling Web Quality-of-Experience on Cellular Networks,"performance, quality of experience (qoe), web browsing, cellular network",2014,mobicom
Shobha  Venkataraman,AT&T Labs Research,Modeling Web Quality-of-Experience on Cellular Networks,"performance, quality of experience (qoe), web browsing, cellular network",2014,mobicom
He  Yan,AT&T Labs Research,Modeling Web Quality-of-Experience on Cellular Networks,"performance, quality of experience (qoe), web browsing, cellular network",2014,mobicom
Song  Fang,University of South Florida,Where Are You from? Confusing Location Distinction Using Virtual Multipath Camouflage,"channel impulse response, mimo, multipath, security",2014,mobicom
Yao  Liu,University of South Florida,Where Are You from? Confusing Location Distinction Using Virtual Multipath Camouflage,"channel impulse response, mimo, multipath, security",2014,mobicom
Wenbo  Shen,North Carolina State University,Where Are You from? Confusing Location Distinction Using Virtual Multipath Camouflage,"channel impulse response, mimo, multipath, security",2014,mobicom
Haojin  Zhu,Shanghai Jiao Tong University,Where Are You from? Confusing Location Distinction Using Virtual Multipath Camouflage,"channel impulse response, mimo, multipath, security",2014,mobicom
Lei  Yang,School of Software and TNLIST,Tagoram: Real-Time Tracking of Mobile RFID Tags to High Precision Using COTS Devices,"tagoram, tracking, rfid, localization, dah",2014,mobicom
Yekui  Chen,School of Software and TNLIST,Tagoram: Real-Time Tracking of Mobile RFID Tags to High Precision Using COTS Devices,"tagoram, tracking, rfid, localization, dah",2014,mobicom
Xiangyang  Li,School of Software and TNLIST,Tagoram: Real-Time Tracking of Mobile RFID Tags to High Precision Using COTS Devices,"tagoram, tracking, rfid, localization, dah",2014,mobicom
Chaowei  Xiao,School of Software and TNLIST,Tagoram: Real-Time Tracking of Mobile RFID Tags to High Precision Using COTS Devices,"tagoram, tracking, rfid, localization, dah",2014,mobicom
Mo  Li,Nanyang Technological University,Tagoram: Real-Time Tracking of Mobile RFID Tags to High Precision Using COTS Devices,"tagoram, tracking, rfid, localization, dah",2014,mobicom
Yunhao Liu,School of Software and TNLIST,Tagoram: Real-Time Tracking of Mobile RFID Tags to High Precision Using COTS Devices,"tagoram, tracking, rfid, localization, dah",2014,mobicom
Ruipeng  Gao,Peking University,Jigsaw: Indoor Floor Plan Reconstruction via Mobile Crowdsensing,"indoor floor plan reconstruction, mobile crowdsensing",2014,mobicom
Mingmin Zhao,Peking University,Jigsaw: Indoor Floor Plan Reconstruction via Mobile Crowdsensing,"indoor floor plan reconstruction, mobile crowdsensing",2014,mobicom
Tao  Ye,Peking University,Jigsaw: Indoor Floor Plan Reconstruction via Mobile Crowdsensing,"indoor floor plan reconstruction, mobile crowdsensing",2014,mobicom
Fan  Ye,Peking University,Jigsaw: Indoor Floor Plan Reconstruction via Mobile Crowdsensing,"indoor floor plan reconstruction, mobile crowdsensing",2014,mobicom
Yizhou  Wang,Peking University,Jigsaw: Indoor Floor Plan Reconstruction via Mobile Crowdsensing,"indoor floor plan reconstruction, mobile crowdsensing",2014,mobicom
Kaigui  Bian,Peking University,Jigsaw: Indoor Floor Plan Reconstruction via Mobile Crowdsensing,"indoor floor plan reconstruction, mobile crowdsensing",2014,mobicom
Tao  Wang,Peking University,Jigsaw: Indoor Floor Plan Reconstruction via Mobile Crowdsensing,"indoor floor plan reconstruction, mobile crowdsensing",2014,mobicom
Xiaoming  Li,Peking University,Jigsaw: Indoor Floor Plan Reconstruction via Mobile Crowdsensing,"indoor floor plan reconstruction, mobile crowdsensing",2014,mobicom
Fadel M Adib,Massachusetts Institute of Technology,Demo: Real-Time Breath Monitoring Using Wireless Signals,"vital signs, seeing through walls, wireless, smart homes, breathing",2014,mobicom
Zachary  Kabelac,Massachusetts Institute of Technology,Demo: Real-Time Breath Monitoring Using Wireless Signals,"vital signs, seeing through walls, wireless, smart homes, breathing",2014,mobicom
Hongzi  Mao,Massachusetts Institute of Technology,Demo: Real-Time Breath Monitoring Using Wireless Signals,"vital signs, seeing through walls, wireless, smart homes, breathing",2014,mobicom
Dina Katabi,Massachusetts Institute of Technology,Demo: Real-Time Breath Monitoring Using Wireless Signals,"vital signs, seeing through walls, wireless, smart homes, breathing",2014,mobicom
Robert C. Miller,Massachusetts Institute of Technology,Demo: Real-Time Breath Monitoring Using Wireless Signals,"vital signs, seeing through walls, wireless, smart homes, breathing",2014,mobicom
Andrius  Auçinas,University of Cambridge,"Demo: PhoneLets: Offloading the Phone off Your Phone for Energy, Cost and Network Load Optimization","networks, energy, sim, mobile, subscriber management, cellular",2014,mobicom
Jon  Crowcroft,University of Cambridge,"Demo: PhoneLets: Offloading the Phone off Your Phone for Energy, Cost and Network Load Optimization","networks, energy, sim, mobile, subscriber management, cellular",2014,mobicom
Fehmi  Ben Abdesslem,SICS Swedish ICT,Demo: Mobile Opportunistic System for Experience Sharing (MOSES) in Indoor Exhibitions,"information-centring networking, opportunistic networks",2014,mobicom
Anders  Lindgren,SICS Swedish ICT,Demo: Mobile Opportunistic System for Experience Sharing (MOSES) in Indoor Exhibitions,"information-centring networking, opportunistic networks",2014,mobicom
Aishwarya  Ganesan,Microsoft Research India,Demo: Tracking User Browsing on a Demo Floor,"physical analytics, wearables, user browsing, smart glasses",2014,mobicom
Swati  Rallapalli,University of Texas Austin,Demo: Tracking User Browsing on a Demo Floor,"physical analytics, wearables, user browsing, smart glasses",2014,mobicom
Krishna Kant Chintalapudi,Microsoft Research India,Demo: Tracking User Browsing on a Demo Floor,"physical analytics, wearables, user browsing, smart glasses",2014,mobicom
Venkata N Padmanabhan,Microsoft Research India,Demo: Tracking User Browsing on a Demo Floor,"physical analytics, wearables, user browsing, smart glasses",2014,mobicom
Lili  Qiu,University of Texas Austin,Demo: Tracking User Browsing on a Demo Floor,"physical analytics, wearables, user browsing, smart glasses",2014,mobicom
Ryan E. Guerra,Rice University,Demo: An Open-Source Development Platform for Long-Range UHF-Connected Wifi Hotspots,"uhf, channel measurement, small cell, software-defined radio, mac, wifi hotspot, last-mile",2014,mobicom
Narendra  Anand,Rice University,Demo: An Open-Source Development Platform for Long-Range UHF-Connected Wifi Hotspots,"uhf, channel measurement, small cell, software-defined radio, mac, wifi hotspot, last-mile",2014,mobicom
Edward W Knightly,Rice University,Demo: An Open-Source Development Platform for Long-Range UHF-Connected Wifi Hotspots,"uhf, channel measurement, small cell, software-defined radio, mac, wifi hotspot, last-mile",2014,mobicom
Chris  Hunter,Mango Communications,Demo: Real-Time MU-MIMO Channel Analysis with a Custom 802.11 Implementation,"mu-mimo, dcf mac, ieee 802.11, ofdm phy",2014,mobicom
Patrick O Murphy,Mango Communications,Demo: Real-Time MU-MIMO Channel Analysis with a Custom 802.11 Implementation,"mu-mimo, dcf mac, ieee 802.11, ofdm phy",2014,mobicom
Erik  Welsh,Mango Communications,Demo: Real-Time MU-MIMO Channel Analysis with a Custom 802.11 Implementation,"mu-mimo, dcf mac, ieee 802.11, ofdm phy",2014,mobicom
Andrew T Irish,University of California Santa Barbara,"Demo: ShadowMaps, the Urban Phone Tracking System","gps, system demonstration, crowdsourcing, 3d mapping, gnss, localization improvement",2014,mobicom
Jason Tony Isaacs,University of California Santa Barbara,"Demo: ShadowMaps, the Urban Phone Tracking System","gps, system demonstration, crowdsourcing, 3d mapping, gnss, localization improvement",2014,mobicom
Daniel  Iland,University of California Santa Barbara,"Demo: ShadowMaps, the Urban Phone Tracking System","gps, system demonstration, crowdsourcing, 3d mapping, gnss, localization improvement",2014,mobicom
JoãO Pedro Hespanha,University of California Santa Barbara,"Demo: ShadowMaps, the Urban Phone Tracking System","gps, system demonstration, crowdsourcing, 3d mapping, gnss, localization improvement",2014,mobicom
Elizabeth M Belding,University of California Santa Barbara,"Demo: ShadowMaps, the Urban Phone Tracking System","gps, system demonstration, crowdsourcing, 3d mapping, gnss, localization improvement",2014,mobicom
Upamanyu  Madhow,University of California Santa Barbara,"Demo: ShadowMaps, the Urban Phone Tracking System","gps, system demonstration, crowdsourcing, 3d mapping, gnss, localization improvement",2014,mobicom
Stefan  Joerer,University of Innsbruck,Demo: Simulating the Impact of Communication Performance on Road Traffic Safety at Intersections,"simulation model, inter-vehicle communication, vehicle safety, vanet",2014,mobicom
Bastian Bloessl,University of Paderborn,Demo: Simulating the Impact of Communication Performance on Road Traffic Safety at Intersections,"simulation model, inter-vehicle communication, vehicle safety, vanet",2014,mobicom
Matthaeus  Huber,University of Innsbruck,Demo: Simulating the Impact of Communication Performance on Road Traffic Safety at Intersections,"simulation model, inter-vehicle communication, vehicle safety, vanet",2014,mobicom
Abbas J Jamalipour,University of Sydney,Demo: Simulating the Impact of Communication Performance on Road Traffic Safety at Intersections,"simulation model, inter-vehicle communication, vehicle safety, vanet",2014,mobicom
Falko Dressler,University of Paderborn,Demo: Simulating the Impact of Communication Performance on Road Traffic Safety at Intersections,"simulation model, inter-vehicle communication, vehicle safety, vanet",2014,mobicom
Markku  Jokinen,University of Oulu,Demo: Co-Primary Spectrum Sharing with Inter-Operator D2D Trial,"warp, sharing, inter-operator",2014,mobicom
Marko  Mäkeläinen,University of Oulu,Demo: Co-Primary Spectrum Sharing with Inter-Operator D2D Trial,"warp, sharing, inter-operator",2014,mobicom
Tuomo  Hänninen,University of Oulu,Demo: Co-Primary Spectrum Sharing with Inter-Operator D2D Trial,"warp, sharing, inter-operator",2014,mobicom
Stratos  Keranidis,University of Thessaly & Centre for Research and Technology Hellas,Demo: Enabling AGILE Spectrum Adaptation in Commercial 802.11 WLAN Deployments,"802.11, dynamic spectrum adaptation, distributed, agile, cognitive",2014,mobicom
Kostas  Chounos,University of Thessaly & Centre for Research and Technology Hellas,Demo: Enabling AGILE Spectrum Adaptation in Commercial 802.11 WLAN Deployments,"802.11, dynamic spectrum adaptation, distributed, agile, cognitive",2014,mobicom
Thanasis  Korakis,University of Thessaly & Centre for Research and Technology Hellas,Demo: Enabling AGILE Spectrum Adaptation in Commercial 802.11 WLAN Deployments,"802.11, dynamic spectrum adaptation, distributed, agile, cognitive",2014,mobicom
Iordanis  Koutsopoulos,Athens University of Economics and Business,Demo: Enabling AGILE Spectrum Adaptation in Commercial 802.11 WLAN Deployments,"802.11, dynamic spectrum adaptation, distributed, agile, cognitive",2014,mobicom
Leandros  Tassiulas,University of Thessaly & Centre for Research and Technology Hellas,Demo: Enabling AGILE Spectrum Adaptation in Commercial 802.11 WLAN Deployments,"802.11, dynamic spectrum adaptation, distributed, agile, cognitive",2014,mobicom
Yesheng  Kuo,University of Michigan Ann Arbor,Demo: Luxapose: Indoor Positioning with Mobile Phones and Visible Light,"indoor localization, angle-of-arrival, mobile phones, image processing",2014,mobicom
Pat  Pannuto,University of Michigan Ann Arbor,Demo: Luxapose: Indoor Positioning with Mobile Phones and Visible Light,"indoor localization, angle-of-arrival, mobile phones, image processing",2014,mobicom
Prabal Kumar Dutta,University of Michigan Ann Arbor,Demo: Luxapose: Indoor Positioning with Mobile Phones and Visible Light,"indoor localization, angle-of-arrival, mobile phones, image processing",2014,mobicom
Wei  Liu,University Ghent - iMinds,Demo: A Cognitive Solution for Commercial Wireless Conferencing System,"cognitive radio, wireless conferencing system",2014,mobicom
Eli  De Poorter,University Ghent - iMinds,Demo: A Cognitive Solution for Commercial Wireless Conferencing System,"cognitive radio, wireless conferencing system",2014,mobicom
Pieter  Becue,University Ghent - iMinds,Demo: A Cognitive Solution for Commercial Wireless Conferencing System,"cognitive radio, wireless conferencing system",2014,mobicom
Bart  Jooris,University Ghent - iMinds,Demo: A Cognitive Solution for Commercial Wireless Conferencing System,"cognitive radio, wireless conferencing system",2014,mobicom
Vincent  Sercu,University Ghent - iMinds,Demo: A Cognitive Solution for Commercial Wireless Conferencing System,"cognitive radio, wireless conferencing system",2014,mobicom
Ingrid  Moerman,University Ghent - iMinds,Demo: A Cognitive Solution for Commercial Wireless Conferencing System,"cognitive radio, wireless conferencing system",2014,mobicom
Jeroen  Vanhaverbeke,Televic,Demo: A Cognitive Solution for Commercial Wireless Conferencing System,"cognitive radio, wireless conferencing system",2014,mobicom
Carl  Lylon,Televic,Demo: A Cognitive Solution for Commercial Wireless Conferencing System,"cognitive radio, wireless conferencing system",2014,mobicom
John  Gesquiere,Televic,Demo: A Cognitive Solution for Commercial Wireless Conferencing System,"cognitive radio, wireless conferencing system",2014,mobicom
Navid  Nikaein,Eurecom,Demo: OpenAirInterface: An Open LTE Network in a PC,"open cellular ecosystem, openairinterface, lte",2014,mobicom
Raymond  Knopp,Eurecom,Demo: OpenAirInterface: An Open LTE Network in a PC,"open cellular ecosystem, openairinterface, lte",2014,mobicom
Florian  Kaltenberger,Eurecom,Demo: OpenAirInterface: An Open LTE Network in a PC,"open cellular ecosystem, openairinterface, lte",2014,mobicom
Lionel  Gauthier,Eurecom,Demo: OpenAirInterface: An Open LTE Network in a PC,"open cellular ecosystem, openairinterface, lte",2014,mobicom
Christian  Bonnet,Eurecom,Demo: OpenAirInterface: An Open LTE Network in a PC,"open cellular ecosystem, openairinterface, lte",2014,mobicom
Dominique  Nussbaum,Eurecom,Demo: OpenAirInterface: An Open LTE Network in a PC,"open cellular ecosystem, openairinterface, lte",2014,mobicom
Riadh  Ghaddab,Eurecom,Demo: OpenAirInterface: An Open LTE Network in a PC,"open cellular ecosystem, openairinterface, lte",2014,mobicom
