Author_Name,University/Organization,Paper_title,Keywords,Year,Conference
Yunhao Liu,Hong Kong University of Science and Technology,Fine-Grained Boundary Recognition in Wireless Ad Hoc and Sensor Networks by Topological Methods,"wireless ad hoc and sensor networks, fine-grained boundary recognition, fgp transformation",2009,mobihoc
Xiangke  Liao,National University of Defense Technology,Fine-Grained Boundary Recognition in Wireless Ad Hoc and Sensor Networks by Topological Methods,"wireless ad hoc and sensor networks, fine-grained boundary recognition, fgp transformation",2009,mobihoc
Xiaole  Bai,Ohio State University,Low-Connectivity and Full-Coverage Three Dimensional Wireless Sensor Networks,"connectivity, wireless sensor network topology, coverage, optimal deployment pattern",2009,mobihoc
Chuanlin  Zhang,Jinan University,Low-Connectivity and Full-Coverage Three Dimensional Wireless Sensor Networks,"connectivity, wireless sensor network topology, coverage, optimal deployment pattern",2009,mobihoc
Dong  Xuan,Ohio State University,Low-Connectivity and Full-Coverage Three Dimensional Wireless Sensor Networks,"connectivity, wireless sensor network topology, coverage, optimal deployment pattern",2009,mobihoc
Jin  Teng,City University of Hong Kong,Low-Connectivity and Full-Coverage Three Dimensional Wireless Sensor Networks,"connectivity, wireless sensor network topology, coverage, optimal deployment pattern",2009,mobihoc
Weijia  Jia,City University of Hong Kong,Low-Connectivity and Full-Coverage Three Dimensional Wireless Sensor Networks,"connectivity, wireless sensor network topology, coverage, optimal deployment pattern",2009,mobihoc
Shibo  He,Zhejiang University,Energy-Efficient Capture of Stochastic Events by Global- and Local-Periodic Network Coverage,"network coverage, coordinated sleep protocol, periodic scheduling, energy efficiency, sensor network, event capture",2009,mobihoc
Jiming  Chen,Zhejiang University,Energy-Efficient Capture of Stochastic Events by Global- and Local-Periodic Network Coverage,"network coverage, coordinated sleep protocol, periodic scheduling, energy efficiency, sensor network, event capture",2009,mobihoc
David  Yau,Purdue University,Energy-Efficient Capture of Stochastic Events by Global- and Local-Periodic Network Coverage,"network coverage, coordinated sleep protocol, periodic scheduling, energy efficiency, sensor network, event capture",2009,mobihoc
Huanyu  Shao,Purdue University,Energy-Efficient Capture of Stochastic Events by Global- and Local-Periodic Network Coverage,"network coverage, coordinated sleep protocol, periodic scheduling, energy efficiency, sensor network, event capture",2009,mobihoc
Youxian  Sun,Zhejiang University,Energy-Efficient Capture of Stochastic Events by Global- and Local-Periodic Network Coverage,"network coverage, coordinated sleep protocol, periodic scheduling, energy efficiency, sensor network, event capture",2009,mobihoc
Mathieu  Leconte,University of Illinois Urbana Champaign,Improved Bounds on the Throughput Efficiency of Greedy Maximal Scheduling in Wireless Networks,"throughput optimality, longest queue first, wireless networks, greedy maximal scheduling",2009,mobihoc
Jian  Ni,University of Illinois Urbana Champaign,Improved Bounds on the Throughput Efficiency of Greedy Maximal Scheduling in Wireless Networks,"throughput optimality, longest queue first, wireless networks, greedy maximal scheduling",2009,mobihoc
Rayadurgam  Srikant,University of Illinois Urbana Champaign,Improved Bounds on the Throughput Efficiency of Greedy Maximal Scheduling in Wireless Networks,"throughput optimality, longest queue first, wireless networks, greedy maximal scheduling",2009,mobihoc
I Hong Hou,University of Illinois Urbana Champaign,Admission Control and Scheduling for QoS Guarantees for Variable-Bit-Rate Applications on Wireless Channels,"delays, deadlines, admission control, scheduling, real-time, qos",2009,mobihoc
Prem R Kumar,University of Illinois Urbana Champaign,Admission Control and Scheduling for QoS Guarantees for Variable-Bit-Rate Applications on Wireless Channels,"delays, deadlines, admission control, scheduling, real-time, qos",2009,mobihoc
Peng-Jun Wan,Illinois Institute of Technology,Minimum-Latency Aggregation Scheduling in Multihop Wireless Networks,"aggregation, approximation algorithms, communication latency",2009,mobihoc
ScottcH  Huang,City University of Hong Kong,Minimum-Latency Aggregation Scheduling in Multihop Wireless Networks,"aggregation, approximation algorithms, communication latency",2009,mobihoc
Lixin  Wang,Illinois Institute of Technology,Minimum-Latency Aggregation Scheduling in Multihop Wireless Networks,"aggregation, approximation algorithms, communication latency",2009,mobihoc
Zhiyuan  Wan,City University of Hong Kong,Minimum-Latency Aggregation Scheduling in Multihop Wireless Networks,"aggregation, approximation algorithms, communication latency",2009,mobihoc
Xiaohua  Jia,City University of Hong Kong,Minimum-Latency Aggregation Scheduling in Multihop Wireless Networks,"aggregation, approximation algorithms, communication latency",2009,mobihoc
Konstantinos  Psounis,University of Southern California,Future of Multi-Hopping: From Theory to Practice,"theory, deployment, multi-hopping",2009,mobihoc
Rui  Zhang,New Jersey Institute of Technology,Secure Multidimensional Range Queries in Sensor Networks,"sensor networks, multidimensional range query, security",2009,mobihoc
Jing  Shi,New Jersey Institute of Technology,Secure Multidimensional Range Queries in Sensor Networks,"sensor networks, multidimensional range query, security",2009,mobihoc
Yanchao  Zhang,New Jersey Institute of Technology,Secure Multidimensional Range Queries in Sensor Networks,"sensor networks, multidimensional range query, security",2009,mobihoc
Mario  Strasser,ETH Zurich,Efficient Uncoordinated FHSS Anti-Jamming Communication,"anti-jamming, frequency hopping, wireless security",2009,mobihoc
Christina  Pöpper,ETH Zurich,Efficient Uncoordinated FHSS Anti-Jamming Communication,"anti-jamming, frequency hopping, wireless security",2009,mobihoc
Srdjan  Čapkun,ETH Zurich,Efficient Uncoordinated FHSS Anti-Jamming Communication,"anti-jamming, frequency hopping, wireless security",2009,mobihoc
Tao  Jin,Northeastern University,Zero Pre-Shared Secret Key Establishment in the Presence of Jammers,"anti-jamming, zero pre-shared secret, spread spectrum",2009,mobihoc
Guevara  Noubir,Northeastern University,Zero Pre-Shared Secret Key Establishment in the Presence of Jammers,"anti-jamming, zero pre-shared secret, spread spectrum",2009,mobihoc
Bishal  Thapa,Northeastern University,Zero Pre-Shared Secret Key Establishment in the Presence of Jammers,"anti-jamming, zero pre-shared secret, spread spectrum",2009,mobihoc
Donghoon  Shin,Purdue University,Optimal Monitoring in Multi-Channel Multi-Radio Wireless Mesh Networks,"multi-channel multi-radio wireless networks, security monitoring, wireless mesh networks, approximation algorithm, lp rounding",2009,mobihoc
Saurabh Bagchi,Purdue University,Optimal Monitoring in Multi-Channel Multi-Radio Wireless Mesh Networks,"multi-channel multi-radio wireless networks, security monitoring, wireless mesh networks, approximation algorithm, lp rounding",2009,mobihoc
Yi  Shi,Virginia Polytechnic Institute and State University,How to Correctly Use the Protocol Interference Model for Multi-Hop Wireless Networks,"physical model, cross-layer optimization, protocol model, multi-hop wireless network, interference modeling",2009,mobihoc
Yiweithomas  Hou,Virginia Polytechnic Institute and State University,How to Correctly Use the Protocol Interference Model for Multi-Hop Wireless Networks,"physical model, cross-layer optimization, protocol model, multi-hop wireless network, interference modeling",2009,mobihoc
Jia  Liu,Virginia Polytechnic Institute and State University,How to Correctly Use the Protocol Interference Model for Multi-Hop Wireless Networks,"physical model, cross-layer optimization, protocol model, multi-hop wireless network, interference modeling",2009,mobihoc
Sastry Venkata Subrahmanya Kompella,U.S. Naval Research Laboratory,How to Correctly Use the Protocol Interference Model for Multi-Hop Wireless Networks,"physical model, cross-layer optimization, protocol model, multi-hop wireless network, interference modeling",2009,mobihoc
Punit  Rathod,Indian Institute of Technology Bombay,Characterizing the Exit Process of a Non-Saturated IEEE 802.11 Wireless Network,"exit-time distribution, bursty traffic, ieee 802.11, fixed point analysis",2009,mobihoc
Onkar Jayant Dabeer,Tata Institute of Fundamental Research,Characterizing the Exit Process of a Non-Saturated IEEE 802.11 Wireless Network,"exit-time distribution, bursty traffic, ieee 802.11, fixed point analysis",2009,mobihoc
Abhay  Karandikar,Indian Institute of Technology Bombay,Characterizing the Exit Process of a Non-Saturated IEEE 802.11 Wireless Network,"exit-time distribution, bursty traffic, ieee 802.11, fixed point analysis",2009,mobihoc
Anirudha  Sahoo,Indian Institute of Technology Bombay,Characterizing the Exit Process of a Non-Saturated IEEE 802.11 Wireless Network,"exit-time distribution, bursty traffic, ieee 802.11, fixed point analysis",2009,mobihoc
Anand Prabhu Subramanian,Stony Brook University,Experimental Characterization of Sectorized Antennas in Dense 802.11 Wireless Mesh Networks,"sector selection, directional hidden terminal problem, sectorized antenna, dense wireless mesh networks",2009,mobihoc
Henrik  Lundgren,Thomson,Experimental Characterization of Sectorized Antennas in Dense 802.11 Wireless Mesh Networks,"sector selection, directional hidden terminal problem, sectorized antenna, dense wireless mesh networks",2009,mobihoc
Theodoros  Salonidis,Thomson,Experimental Characterization of Sectorized Antennas in Dense 802.11 Wireless Mesh Networks,"sector selection, directional hidden terminal problem, sectorized antenna, dense wireless mesh networks",2009,mobihoc
Giuseppe  Campobello,University of Messina,A Novel Reliable and Energy-Saving Forwarding Technique for Wireless Sensor Networks,"packet splitting, energy efficiency, reliability",2009,mobihoc
Alessandro  Leonardi,University of Catania,A Novel Reliable and Energy-Saving Forwarding Technique for Wireless Sensor Networks,"packet splitting, energy efficiency, reliability",2009,mobihoc
Sergio  Palazzo,University of Catania,A Novel Reliable and Energy-Saving Forwarding Technique for Wireless Sensor Networks,"packet splitting, energy efficiency, reliability",2009,mobihoc
Zheng  Guo,University of Connecticut,A Practical Joint Network-Channel Coding Scheme for Reliable Communication in Wireless Networks,"non-binary joint network-channel coding, large wireless network",2009,mobihoc
Jie  Huang,University of Connecticut,A Practical Joint Network-Channel Coding Scheme for Reliable Communication in Wireless Networks,"non-binary joint network-channel coding, large wireless network",2009,mobihoc
Bing  Wang,University of Connecticut,A Practical Joint Network-Channel Coding Scheme for Reliable Communication in Wireless Networks,"non-binary joint network-channel coding, large wireless network",2009,mobihoc
Junhong  Cui,University of Connecticut,A Practical Joint Network-Channel Coding Scheme for Reliable Communication in Wireless Networks,"non-binary joint network-channel coding, large wireless network",2009,mobihoc
Shengli  Zhou,University of Connecticut,A Practical Joint Network-Channel Coding Scheme for Reliable Communication in Wireless Networks,"non-binary joint network-channel coding, large wireless network",2009,mobihoc
Peter K Willett,University of Connecticut,A Practical Joint Network-Channel Coding Scheme for Reliable Communication in Wireless Networks,"non-binary joint network-channel coding, large wireless network",2009,mobihoc
Chenhui  Hu,Shanghai Jiao Tong University,MotionCast: On the Capacity and Delay Tradeoffs,"multicast, capacity, mobility, scaling law, delay",2009,mobihoc
Xinbing  Wang,Shanghai Jiao Tong University,MotionCast: On the Capacity and Delay Tradeoffs,"multicast, capacity, mobility, scaling law, delay",2009,mobihoc
Feng  Wu,Microsoft Research Asia,MotionCast: On the Capacity and Delay Tradeoffs,"multicast, capacity, mobility, scaling law, delay",2009,mobihoc
Wei Gao,Pennsylvania State University,Multicasting in Delay Tolerant Networks: A Social Network Perspective,"multicast, delay tolerant network, community, centrality, social network",2009,mobihoc
Qinghua  Li,Pennsylvania State University,Multicasting in Delay Tolerant Networks: A Social Network Perspective,"multicast, delay tolerant network, community, centrality, social network",2009,mobihoc
Bo  Zhao,Pennsylvania State University,Multicasting in Delay Tolerant Networks: A Social Network Perspective,"multicast, delay tolerant network, community, centrality, social network",2009,mobihoc
Guohong  Cao,Pennsylvania State University,Multicasting in Delay Tolerant Networks: A Social Network Perspective,"multicast, delay tolerant network, community, centrality, social network",2009,mobihoc
Roy  Friedman,Technion,3DLS: Density-Driven Data Location Service for Mobile Ad-Hoc Networks,"data location service, ad-hoc networks, virtual topography",2009,mobihoc
Noam  Mori,Technion,3DLS: Density-Driven Data Location Service for Mobile Ad-Hoc Networks,"data location service, ad-hoc networks, virtual topography",2009,mobihoc
Peter W Wolniansky,Radio Technology Systems,Aggressive Cognitive Radio (ACR): How to Make Your Own White Space,"white space, software defined radio, cognitive radio",2009,mobihoc
Ivan P Šeškar,Rutgers University,Aggressive Cognitive Radio (ACR): How to Make Your Own White Space,"white space, software defined radio, cognitive radio",2009,mobihoc
Antonio  Greco,RWTH Aachen University,CSMA Interaction Detection and Capacity Estimation in Cognitive Radio Networks,"csma, interference, software-defined radio, capacity estimation, wireless",2009,mobihoc
Thomas  Milcher,RWTH Aachen University,CSMA Interaction Detection and Capacity Estimation in Cognitive Radio Networks,"csma, interference, software-defined radio, capacity estimation, wireless",2009,mobihoc
Vinay  Kolar,RWTH Aachen University,CSMA Interaction Detection and Capacity Estimation in Cognitive Radio Networks,"csma, interference, software-defined radio, capacity estimation, wireless",2009,mobihoc
Petri  Mähönen,RWTH Aachen University,CSMA Interaction Detection and Capacity Estimation in Cognitive Radio Networks,"csma, interference, software-defined radio, capacity estimation, wireless",2009,mobihoc
Marina  Petrova,RWTH Aachen University,CSMA Interaction Detection and Capacity Estimation in Cognitive Radio Networks,"csma, interference, software-defined radio, capacity estimation, wireless",2009,mobihoc
Glenn  Bradford,University of Notre Dame,Demonstration of Cooperative Diversity Using a Custom Software-Defined Radio Prototype,"cooperative diversity, multipath fading, software-defined radio",2009,mobihoc
Brian P Dunn,University of Notre Dame,Demonstration of Cooperative Diversity Using a Custom Software-Defined Radio Prototype,"cooperative diversity, multipath fading, software-defined radio",2009,mobihoc
Michael L Dickens,University of Notre Dame,Demonstration of Cooperative Diversity Using a Custom Software-Defined Radio Prototype,"cooperative diversity, multipath fading, software-defined radio",2009,mobihoc
Zhanwei  Sun,University of Notre Dame,Demonstration of Cooperative Diversity Using a Custom Software-Defined Radio Prototype,"cooperative diversity, multipath fading, software-defined radio",2009,mobihoc
J Nicholas Laneman,University of Notre Dame,Demonstration of Cooperative Diversity Using a Custom Software-Defined Radio Prototype,"cooperative diversity, multipath fading, software-defined radio",2009,mobihoc
Hamid  Eslami,University of California Irvine,Demonstration of Highly Programmable Downlink OFDMA (WiMax) Transceivers for SDR Systems,"fpga, ofdma, wireless, mimo, wimax",2009,mobihoc
Gaurav  Patel,University of California Irvine,Demonstration of Highly Programmable Downlink OFDMA (WiMax) Transceivers for SDR Systems,"fpga, ofdma, wireless, mimo, wimax",2009,mobihoc
Chitaranjan P Sukumar,University of California Irvine,Demonstration of Highly Programmable Downlink OFDMA (WiMax) Transceivers for SDR Systems,"fpga, ofdma, wireless, mimo, wimax",2009,mobihoc
Sang V Tran,University of California Irvine,Demonstration of Highly Programmable Downlink OFDMA (WiMax) Transceivers for SDR Systems,"fpga, ofdma, wireless, mimo, wimax",2009,mobihoc
Ahmed M Eltawil,University of California Irvine,Demonstration of Highly Programmable Downlink OFDMA (WiMax) Transceivers for SDR Systems,"fpga, ofdma, wireless, mimo, wimax",2009,mobihoc
Raghu  Rao,Xilinx Inc.,Demonstration of Highly Programmable Downlink OFDMA (WiMax) Transceivers for SDR Systems,"fpga, ofdma, wireless, mimo, wimax",2009,mobihoc
Chris H Dick,Xilinx Inc.,Demonstration of Highly Programmable Downlink OFDMA (WiMax) Transceivers for SDR Systems,"fpga, ofdma, wireless, mimo, wimax",2009,mobihoc
Erik  Nordström,Uppsala University,Search-Based Picture Sharing with Mobile Phones,"opportunistic networking, data dissemination, mobile phone",2009,mobihoc
Daniel  Aldman,Uppsala University,Search-Based Picture Sharing with Mobile Phones,"opportunistic networking, data dissemination, mobile phone",2009,mobihoc
Fredrik  Bjurefors,Uppsala University,Search-Based Picture Sharing with Mobile Phones,"opportunistic networking, data dissemination, mobile phone",2009,mobihoc
Christian Rohner,Uppsala University,Search-Based Picture Sharing with Mobile Phones,"opportunistic networking, data dissemination, mobile phone",2009,mobihoc
Henrik  Lundgren,Thomson,Multi-Sector Antenna Performance in Dense Wireless Networks,"sector selection, directional hidden terminal problem, dense wireless mesh networks, sectorized antenna",2009,mobihoc
Anand Prabhu Subramanian,Stony Brook University,Multi-Sector Antenna Performance in Dense Wireless Networks,"sector selection, directional hidden terminal problem, dense wireless mesh networks, sectorized antenna",2009,mobihoc
Theodoros  Salonidis,Thomson,Multi-Sector Antenna Performance in Dense Wireless Networks,"sector selection, directional hidden terminal problem, dense wireless mesh networks, sectorized antenna",2009,mobihoc
Marianna Carrera,Thomson,Multi-Sector Antenna Performance in Dense Wireless Networks,"sector selection, directional hidden terminal problem, dense wireless mesh networks, sectorized antenna",2009,mobihoc
Pascal  Le Guyadec,Thomson,Multi-Sector Antenna Performance in Dense Wireless Networks,"sector selection, directional hidden terminal problem, dense wireless mesh networks, sectorized antenna",2009,mobihoc
Siddharth  Gupta,Rice University,WARPnet: Clean Slate Research on Deployed Wireless Networks,"wireless, control, measurement, warp, warpnet",2009,mobihoc
Chris  Hunter,Rice University,WARPnet: Clean Slate Research on Deployed Wireless Networks,"wireless, control, measurement, warp, warpnet",2009,mobihoc
Patrick O Murphy,Rice University,WARPnet: Clean Slate Research on Deployed Wireless Networks,"wireless, control, measurement, warp, warpnet",2009,mobihoc
Ashutosh  Sabharwal,Rice University,WARPnet: Clean Slate Research on Deployed Wireless Networks,"wireless, control, measurement, warp, warpnet",2009,mobihoc
Zhou  Wang,European Microsoft Innovation Center,An Agile Radio Framework for Unmanaged Wireless Environments,"dynamic spectrum access, spectrum sesning, channel width",2009,mobihoc
Ranveer  Chandra,Mircosoft Research,An Agile Radio Framework for Unmanaged Wireless Environments,"dynamic spectrum access, spectrum sesning, channel width",2009,mobihoc
Thomas  Moscibroda,Mircosoft Research,An Agile Radio Framework for Unmanaged Wireless Environments,"dynamic spectrum access, spectrum sesning, channel width",2009,mobihoc
Alain  Gefflaut,European Microsoft Innovation Center,An Agile Radio Framework for Unmanaged Wireless Environments,"dynamic spectrum access, spectrum sesning, channel width",2009,mobihoc
Alexandre  De Baynast,European Microsoft Innovation Center,An Agile Radio Framework for Unmanaged Wireless Environments,"dynamic spectrum access, spectrum sesning, channel width",2009,mobihoc
Paramvir Bahl,Mircosoft Research,An Agile Radio Framework for Unmanaged Wireless Environments,"dynamic spectrum access, spectrum sesning, channel width",2009,mobihoc
Scott D Novich,Rice University,Stealing from an Ongoing Flow,"spectrum reuse, protocols, spectrum recycling",2009,mobihoc
Ashutosh  Sabharwal,Rice University,Stealing from an Ongoing Flow,"spectrum reuse, protocols, spectrum recycling",2009,mobihoc
Joseph  Rahmé,Laboratoire de Recherche en Informatique,A State-Based Battery Model for Nodes’ Lifetime Estimation in Wireless Sensor Networks,"estimation, battery, sensor",2009,mobihoc
Khaldoun M Al Agha,Laboratoire de Recherche en Informatique,A State-Based Battery Model for Nodes’ Lifetime Estimation in Wireless Sensor Networks,"estimation, battery, sensor",2009,mobihoc
Xu  Li,CNRS/INRIA/University Lille 1,A Novel Sensor Localization Scheme by Mobile Actors,"localization, sensor and actor networks",2009,mobihoc
Nathalie  Mitton,CNRS/INRIA/University Lille 1,A Novel Sensor Localization Scheme by Mobile Actors,"localization, sensor and actor networks",2009,mobihoc
Isabelle  Ryl,CNRS/INRIA/University Lille 1,A Novel Sensor Localization Scheme by Mobile Actors,"localization, sensor and actor networks",2009,mobihoc
David  Simplot,CNRS/INRIA/University Lille 1,A Novel Sensor Localization Scheme by Mobile Actors,"localization, sensor and actor networks",2009,mobihoc
Marco  Di Renzo,Telecommunications Technological Center of Catalonia (CTTC),Cooperative Spectrum Sensing for Cognitive Radio Networks with Amplify and Forward Relaying over Correlated Log-Normal Shadowing,"correlated log-normal shadowing, cooperative spectrum sensing, amplify and forward relying, cognitive radio",2009,mobihoc
Laura  Imbriglio,University of L'Aquila,Cooperative Spectrum Sensing for Cognitive Radio Networks with Amplify and Forward Relaying over Correlated Log-Normal Shadowing,"correlated log-normal shadowing, cooperative spectrum sensing, amplify and forward relying, cognitive radio",2009,mobihoc
Fabio  Graziosi,University of L'Aquila,Cooperative Spectrum Sensing for Cognitive Radio Networks with Amplify and Forward Relaying over Correlated Log-Normal Shadowing,"correlated log-normal shadowing, cooperative spectrum sensing, amplify and forward relying, cognitive radio",2009,mobihoc
Fortunato  Santucci,University of L'Aquila,Cooperative Spectrum Sensing for Cognitive Radio Networks with Amplify and Forward Relaying over Correlated Log-Normal Shadowing,"correlated log-normal shadowing, cooperative spectrum sensing, amplify and forward relying, cognitive radio",2009,mobihoc
Chiamu  Yu,Academia Sinica and National Taiwan University,A DoS-Resilient En-Route Filtering Scheme for Sensor Networks,"en-route filtering, sensor network security, denial-of-service attack",2009,mobihoc
Chunshien  Lu,Academia Sinica,A DoS-Resilient En-Route Filtering Scheme for Sensor Networks,"en-route filtering, sensor network security, denial-of-service attack",2009,mobihoc
Sy-Yen Kuo,National Taiwan University,A DoS-Resilient En-Route Filtering Scheme for Sensor Networks,"en-route filtering, sensor network security, denial-of-service attack",2009,mobihoc
Yang  Zhang,Pennsylvania State University,Social Network Analysis on Data Diffusion in Delay Tolerant Networks,"dtn, data diffusion, social network",2009,mobihoc
Jing  Zhao,Pennsylvania State University,Social Network Analysis on Data Diffusion in Delay Tolerant Networks,"dtn, data diffusion, social network",2009,mobihoc
Fadila  Khadar,INRIA Lille-Nord Europe/IRCICA/LIFL/University Lille 1,From Theory to Practice: Topology Control in Wireless Sensor Networks,"power management, topology control",2009,mobihoc
David  Simplot-Ryl,INRIA Lille-Nord Europe/IRCICA/LIFL/University Lille 1,From Theory to Practice: Topology Control in Wireless Sensor Networks,"power management, topology control",2009,mobihoc
Yan  He,University of Louisiana at Lafayette,Exploring 700mhz WiFi-Based Wireless Mesh Networking,"700mhz, wifi, wireless mesh networks",2009,mobihoc
Van M Nguyen,University of Louisiana at Lafayette,Exploring 700mhz WiFi-Based Wireless Mesh Networking,"700mhz, wifi, wireless mesh networks",2009,mobihoc
Dmitri D Perkins,University of Louisiana at Lafayette,Exploring 700mhz WiFi-Based Wireless Mesh Networking,"700mhz, wifi, wireless mesh networks",2009,mobihoc
Nianfeng  Tzeng,University of Louisiana at Lafayette,Exploring 700mhz WiFi-Based Wireless Mesh Networking,"700mhz, wifi, wireless mesh networks",2009,mobihoc
Francesco  Malandrino,Politecnico di Torino,Pub/Sub Content Sharing for Mobile Networks Format,"content delivery, overlay networks, publish/subscribe protocol, infomobility",2009,mobihoc
Claudio E Casetti,Politecnico di Torino,Pub/Sub Content Sharing for Mobile Networks Format,"content delivery, overlay networks, publish/subscribe protocol, infomobility",2009,mobihoc
C. -F. Chiasserini,Politecnico di Torino,Pub/Sub Content Sharing for Mobile Networks Format,"content delivery, overlay networks, publish/subscribe protocol, infomobility",2009,mobihoc
Ronghui  Hou,University of Hong Kong,Routing in Multi-Hop Wireless Mesh Networks with Bandwidth Guarantees,"distributed algorithms, wireless mesh networks, qos routing",2009,mobihoc
Kingshan  Lui,University of Hong Kong,Routing in Multi-Hop Wireless Mesh Networks with Bandwidth Guarantees,"distributed algorithms, wireless mesh networks, qos routing",2009,mobihoc
Honsun  Chiu,University of Hong Kong,Routing in Multi-Hop Wireless Mesh Networks with Bandwidth Guarantees,"distributed algorithms, wireless mesh networks, qos routing",2009,mobihoc
Kwanlawrence  Yeung,University of Hong Kong,Routing in Multi-Hop Wireless Mesh Networks with Bandwidth Guarantees,"distributed algorithms, wireless mesh networks, qos routing",2009,mobihoc
Fred  Baker,Cisco System,Routing in Multi-Hop Wireless Mesh Networks with Bandwidth Guarantees,"distributed algorithms, wireless mesh networks, qos routing",2009,mobihoc
Guoxian  Yang,Trinity College,Uisce: An Alternative Approach to End-to-End Delivery in Manets,"service discovery, mobile ad hoc networks, characteristic-based routing",2009,mobihoc
Stefan G. Weber,Trinity College,Uisce: An Alternative Approach to End-to-End Delivery in Manets,"service discovery, mobile ad hoc networks, characteristic-based routing",2009,mobihoc
Yi  Shi,Virginia Tech,Optimal Relay Assignment for Cooperative Communications,"cooperative communications, wireless networks, network capacity",2008,mobihoc
Sushant Sharma,Virginia Tech,Optimal Relay Assignment for Cooperative Communications,"cooperative communications, wireless networks, network capacity",2008,mobihoc
Yiweithomas  Hou,Virginia Tech,Optimal Relay Assignment for Cooperative Communications,"cooperative communications, wireless networks, network capacity",2008,mobihoc
Sastry Venkata Subrahmanya Kompella,Naval Research Laboratory,Optimal Relay Assignment for Cooperative Communications,"cooperative communications, wireless networks, network capacity",2008,mobihoc
Karthikeyan  Sundaresan,NEC Labs America,On Exploiting Diversity and Spatial Reuse in Relay-Enabled Wireless Networks,"wireless relay, spatial reuse, OFDMA, scheduling, diversity",2008,mobihoc
Sampath  Rangarajan,NEC Labs America,On Exploiting Diversity and Spatial Reuse in Relay-Enabled Wireless Networks,"wireless relay, spatial reuse, OFDMA, scheduling, diversity",2008,mobihoc
Alessandro  Mei,Sapienza University of Rome,Routing in Outer Space: Fair Traffic Load in Multi-Hop Wireless Networks,"analysis, energy-efficiency, multi-hop wireless networks, simulations, load-balancing, routing",2008,mobihoc
Julinda Stefa,Sapienza University of Rome,Routing in Outer Space: Fair Traffic Load in Multi-Hop Wireless Networks,"analysis, energy-efficiency, multi-hop wireless networks, simulations, load-balancing, routing",2008,mobihoc
Yung  Yi,Princeton University,Complexity in Wireless Scheduling: Impact and Tradeoffs,"scheduling, tradeoff, wireless networks, complexity",2008,mobihoc
Alexandre  Proutiére,Microsft Research,Complexity in Wireless Scheduling: Impact and Tradeoffs,"scheduling, tradeoff, wireless networks, complexity",2008,mobihoc
Mung  Chiang,Princeton University,Complexity in Wireless Scheduling: Impact and Tradeoffs,"scheduling, tradeoff, wireless networks, complexity",2008,mobihoc
Tony T. Luo,National University of Singapore,Analyzing DISH for Multi-Channel MAC Protocols in Wireless Networks,"distributed information sharing, cooperative communication",2008,mobihoc
Mehul  Motani,National University of Singapore,Analyzing DISH for Multi-Channel MAC Protocols in Wireless Networks,"distributed information sharing, cooperative communication",2008,mobihoc
Vikram  Srinivasan,Bell Labs Research,Analyzing DISH for Multi-Channel MAC Protocols in Wireless Networks,"distributed information sharing, cooperative communication",2008,mobihoc
Yanjun  Sun,Rice University,"DW-MAC: A Low Latency, Energy Efficient Demand-Wakeup MAC Protocol for Wireless Sensor Networks","duty cycling, medium access control, sensor networks, unicast traffic, energy, broadcast traffic, latency",2008,mobihoc
Shu  Du,Rice University,"DW-MAC: A Low Latency, Energy Efficient Demand-Wakeup MAC Protocol for Wireless Sensor Networks","duty cycling, medium access control, sensor networks, unicast traffic, energy, broadcast traffic, latency",2008,mobihoc
Omer  Gurewitz,Ben Gurion University,"DW-MAC: A Low Latency, Energy Efficient Demand-Wakeup MAC Protocol for Wireless Sensor Networks","duty cycling, medium access control, sensor networks, unicast traffic, energy, broadcast traffic, latency",2008,mobihoc
David B. Johnson,Rice University,"DW-MAC: A Low Latency, Energy Efficient Demand-Wakeup MAC Protocol for Wireless Sensor Networks","duty cycling, medium access control, sensor networks, unicast traffic, energy, broadcast traffic, latency",2008,mobihoc
Shan  Chu,State University of New York at Stony Brook,Opportunistic and Cooperative Spatial Multiplexing in MIMO Ad Hoc Networks,"spatial multiplexing, scheduling, cross-layer design, ad hoc networks, MIMO",2008,mobihoc
Xin  Wang,State University of New York at Stony Brook,Opportunistic and Cooperative Spatial Multiplexing in MIMO Ad Hoc Networks,"spatial multiplexing, scheduling, cross-layer design, ad hoc networks, MIMO",2008,mobihoc
Predrag R Jelenković,Columbia University,Dynamic Packet Fragmentation for Wireless Channels with Failures,"dynamic fragmentation, channel with failures, packet fragmentation, heavy-tailed distributions, light-tailed distributions, power laws, retransmissions, time varying channel, wireless ad-hoc/sensor networks, checkpoints",2008,mobihoc
Jian  Tan,Columbia University,Dynamic Packet Fragmentation for Wireless Channels with Failures,"dynamic fragmentation, channel with failures, packet fragmentation, heavy-tailed distributions, light-tailed distributions, power laws, retransmissions, time varying channel, wireless ad-hoc/sensor networks, checkpoints",2008,mobihoc
Yiwei  Wu,Georgia State University,Construction Algorithms for K-Connected m-Dominating Sets in Wireless Sensor Networks,"wireless sensor networks, localized algorithm, connected dominating set, k-connected m-dominating set, fault-tolerance",2008,mobihoc
Yingshu Li,Georgia State University,Construction Algorithms for K-Connected m-Dominating Sets in Wireless Sensor Networks,"wireless sensor networks, localized algorithm, connected dominating set, k-connected m-dominating set, fault-tolerance",2008,mobihoc
Christian  Scheideler,Technische Universität München,An O(Log n) Dominating Set Protocol for Wireless Ad-Hoc Networks under the Physical Interference Model,"self-stabilization, dominating set, physical interference model, ad hoc networks",2008,mobihoc
