Author_Name,University/Organization,Paper_title,Keywords,Year,Conference
Vijay Ramachandran,Colgate University,Rationality and Traffic Attraction: Incentives for Honest Path Announcements in Bgp,"incentives, bgp",2008,sigcomm
Rebecca Wright,Rutgers University,Rationality and Traffic Attraction: Incentives for Honest Path Announcements in Bgp,"incentives, bgp",2008,sigcomm
David G. Andersen,Carnegie Mellon University,Accountable Internet Protocol (Aip),"security, internet architecture, scalability, address, accountability",2008,sigcomm
Hari  Balakrishnan,Massachusetts Institute of Technology,Accountable Internet Protocol (Aip),"security, internet architecture, scalability, address, accountability",2008,sigcomm
Nick Greer Feamster,Georgia Institute of Technology,Accountable Internet Protocol (Aip),"security, internet architecture, scalability, address, accountability",2008,sigcomm
Teemu  Koponen,ICSI and HIIT,Accountable Internet Protocol (Aip),"security, internet architecture, scalability, address, accountability",2008,sigcomm
Daekyeong  Moon,University of California Berkeley,Accountable Internet Protocol (Aip),"security, internet architecture, scalability, address, accountability",2008,sigcomm
Scott J. Shenker,University of California Berkeley,Accountable Internet Protocol (Aip),"security, internet architecture, scalability, address, accountability",2008,sigcomm
Yan  Huang,Shanghai Synacast Media Tech.,"Challenges, Design and Analysis of a Large-Scale P2p-Vod System","content distribution, video-on-demand, peer-to-peer/overlay networks",2008,sigcomm
Tomzhengjia  Fu,Chinese University of Hong Kong,"Challenges, Design and Analysis of a Large-Scale P2p-Vod System","content distribution, video-on-demand, peer-to-peer/overlay networks",2008,sigcomm
Dah Ming Chiu,Chinese University of Hong Kong,"Challenges, Design and Analysis of a Large-Scale P2p-Vod System","content distribution, video-on-demand, peer-to-peer/overlay networks",2008,sigcomm
J. C.  S. Lui,Chinese University of Hong Kong,"Challenges, Design and Analysis of a Large-Scale P2p-Vod System","content distribution, video-on-demand, peer-to-peer/overlay networks",2008,sigcomm
Cheng  Huang,Shanghai Synacast Media Tech.,"Challenges, Design and Analysis of a Large-Scale P2p-Vod System","content distribution, video-on-demand, peer-to-peer/overlay networks",2008,sigcomm
Milan  Vojnović;,EPFL,On the Long-Run Behavior of Equation-Based Rate Control,"congestion control, point processes, equation-based rate control, TCP-friendly, palm calculus, internet",2002,sigcomm
Jean Yves Le Boudec,EPFL,On the Long-Run Behavior of Equation-Based Rate Control,"congestion control, point processes, equation-based rate control, TCP-friendly, palm calculus, internet",2002,sigcomm
Ali  Ghodsi,University of California Berkeley,Multi-Resource Fair Queueing for Packet Processing,"scheduling, fair queueing, middleboxes, fairness",2012,sigcomm
Vyas  Sekar,Intel ISTC,Multi-Resource Fair Queueing for Packet Processing,"scheduling, fair queueing, middleboxes, fairness",2012,sigcomm
Matei A Zaharia,University of California Berkeley,Multi-Resource Fair Queueing for Packet Processing,"scheduling, fair queueing, middleboxes, fairness",2012,sigcomm
I. Stoica,University of California Berkeley,Multi-Resource Fair Queueing for Packet Processing,"scheduling, fair queueing, middleboxes, fairness",2012,sigcomm
Justine Sherry,University of California Berkeley,Making Middleboxes Someone Else’s Problem: Network Processing as a Cloud Service,"middlebox, cloud, outsourcing",2012,sigcomm
Shaddi  Hasan,University of California Berkeley,Making Middleboxes Someone Else’s Problem: Network Processing as a Cloud Service,"middlebox, cloud, outsourcing",2012,sigcomm
Colin  Scott,University of California Berkeley,Making Middleboxes Someone Else’s Problem: Network Processing as a Cloud Service,"middlebox, cloud, outsourcing",2012,sigcomm
Arvind  Krishnamurthy,University of Washington,Making Middleboxes Someone Else’s Problem: Network Processing as a Cloud Service,"middlebox, cloud, outsourcing",2012,sigcomm
Sylvia Paul Ratnasamy,University of California Berkeley,Making Middleboxes Someone Else’s Problem: Network Processing as a Cloud Service,"middlebox, cloud, outsourcing",2012,sigcomm
Vyas  Sekar,Intel Labs,Making Middleboxes Someone Else’s Problem: Network Processing as a Cloud Service,"middlebox, cloud, outsourcing",2012,sigcomm
Robert  Escriva,Cornell University,"HyperDex: A Distributed, Searchable Key-Value Store","strong consistency, fault-tolerance, key-value store, nosql, performance",2012,sigcomm
Bernard  Wong,University of Waterloo,"HyperDex: A Distributed, Searchable Key-Value Store","strong consistency, fault-tolerance, key-value store, nosql, performance",2012,sigcomm
Emin Gün Sirer,Cornell University,"HyperDex: A Distributed, Searchable Key-Value Store","strong consistency, fault-tolerance, key-value store, nosql, performance",2012,sigcomm
Steven  Hong,Stanford,Picasso: Flexible RF and Spectrum Slicing,"interference cancellation, radio virtualization",2012,sigcomm
Jeffrey  Mehlman,Stanford,Picasso: Flexible RF and Spectrum Slicing,"interference cancellation, radio virtualization",2012,sigcomm
Sachin  Katti,Stanford,Picasso: Flexible RF and Spectrum Slicing,"interference cancellation, radio virtualization",2012,sigcomm
Jonathan Perry,Massachusetts Institute of Technology,Spinal Codes,"wireless, capacity, spinal code, practical decoder, rateless, channel code",2012,sigcomm
Peter A. Iannucci,Massachusetts Institute of Technology,Spinal Codes,"wireless, capacity, spinal code, practical decoder, rateless, channel code",2012,sigcomm
Kermin Elliott Fleming,Massachusetts Institute of Technology,Spinal Codes,"wireless, capacity, spinal code, practical decoder, rateless, channel code",2012,sigcomm
Hari  Balakrishnan,Massachusetts Institute of Technology,Spinal Codes,"wireless, capacity, spinal code, practical decoder, rateless, channel code",2012,sigcomm
Devavrat D Shah,Massachusetts Institute of Technology,Spinal Codes,"wireless, capacity, spinal code, practical decoder, rateless, channel code",2012,sigcomm
Jue  Wang,Massachusetts Institute of Technology,Efficient and Reliable Low-Power Backscatter Networks,"rfid, wireless, backscatter, compressive sensing",2012,sigcomm
Haitham Hassanieh,Massachusetts Institute of Technology,Efficient and Reliable Low-Power Backscatter Networks,"rfid, wireless, backscatter, compressive sensing",2012,sigcomm
Dina  Katabi,Massachusetts Institute of Technology,Efficient and Reliable Low-Power Backscatter Networks,"rfid, wireless, backscatter, compressive sensing",2012,sigcomm
Piotr Indyk,Massachusetts Institute of Technology,Efficient and Reliable Low-Power Backscatter Networks,"rfid, wireless, backscatter, compressive sensing",2012,sigcomm
Moritz  Steiner,Bell Labs,Network-Aware Service Placement in a Distributed Cloud Environment,"cloud, service placement",2012,sigcomm
Bob Gaglianello Gaglianello,Bell Labs,Network-Aware Service Placement in a Distributed Cloud Environment,"cloud, service placement",2012,sigcomm
Vijay K Gurbani,Bell Labs,Network-Aware Service Placement in a Distributed Cloud Environment,"cloud, service placement",2012,sigcomm
Volker  Hilt,Bell Labs,Network-Aware Service Placement in a Distributed Cloud Environment,"cloud, service placement",2012,sigcomm
W D Roome,Bell Labs,Network-Aware Service Placement in a Distributed Cloud Environment,"cloud, service placement",2012,sigcomm
Michael  Scharf,Bell Labs,Network-Aware Service Placement in a Distributed Cloud Environment,"cloud, service placement",2012,sigcomm
Thomas  Voith,Bell Labs,Network-Aware Service Placement in a Distributed Cloud Environment,"cloud, service placement",2012,sigcomm
Harjot  Gill,University of Pennsylvania,SP4: Scalable Programmable Packet Processing Platform,"packet analysis, multicore, declarative networking",2012,sigcomm
Dong  Lin,University of Pennsylvania,SP4: Scalable Programmable Packet Processing Platform,"packet analysis, multicore, declarative networking",2012,sigcomm
Lohit  Sarna,University of Pennsylvania,SP4: Scalable Programmable Packet Processing Platform,"packet analysis, multicore, declarative networking",2012,sigcomm
Robert  Mead,University of Pennsylvania,SP4: Scalable Programmable Packet Processing Platform,"packet analysis, multicore, declarative networking",2012,sigcomm
Kenton C T Lee,University of Pennsylvania,SP4: Scalable Programmable Packet Processing Platform,"packet analysis, multicore, declarative networking",2012,sigcomm
Boonthau  Loo,University of Pennsylvania,SP4: Scalable Programmable Packet Processing Platform,"packet analysis, multicore, declarative networking",2012,sigcomm
Sourav Kumar Dandapat,Indian Institute of Technology Kharagpur,Distributed Content Storage for Just-in-Time Streaming,"content distribution, distributed content storage, municipal wifi network",2012,sigcomm
Sanyam  Jain,Indian Institute of Technology Kharagpur,Distributed Content Storage for Just-in-Time Streaming,"content distribution, distributed content storage, municipal wifi network",2012,sigcomm
Romit Roy Choudhury,Duke University,Distributed Content Storage for Just-in-Time Streaming,"content distribution, distributed content storage, municipal wifi network",2012,sigcomm
Niloy  Ganguly,Indian Institute of Technology Kharagpur,Distributed Content Storage for Just-in-Time Streaming,"content distribution, distributed content storage, municipal wifi network",2012,sigcomm
Felipe  Huici,NEC Europe Ltd.,Blockmon: A High-Performance Composable Network Traffic Measurement System,"high performance, data processing, network monitoring",2012,sigcomm
Andrea  Di Pietro,CNIT,Blockmon: A High-Performance Composable Network Traffic Measurement System,"high performance, data processing, network monitoring",2012,sigcomm
Brian  Trammell,ETH Zurich,Blockmon: A High-Performance Composable Network Traffic Measurement System,"high performance, data processing, network monitoring",2012,sigcomm
José María Gómez Hidalgo,OPTENET,Blockmon: A High-Performance Composable Network Traffic Measurement System,"high performance, data processing, network monitoring",2012,sigcomm
Daniel  Martinez Ruiz,OPTENET,Blockmon: A High-Performance Composable Network Traffic Measurement System,"high performance, data processing, network monitoring",2012,sigcomm
Nico D'Heureuse,NEC Europe Ltd.,Blockmon: A High-Performance Composable Network Traffic Measurement System,"high performance, data processing, network monitoring",2012,sigcomm
Ingmar  Poese,T-Labs/TU Berlin,PaDIS Emulator: An Emulator to Evaluate CDN-ISP Collaboration,"cdn-isp collaboration, traffic engineering",2012,sigcomm
Benjamin  Frank,T-Labs/TU Berlin,PaDIS Emulator: An Emulator to Evaluate CDN-ISP Collaboration,"cdn-isp collaboration, traffic engineering",2012,sigcomm
Simon Knight,University of Adelaide,PaDIS Emulator: An Emulator to Evaluate CDN-ISP Collaboration,"cdn-isp collaboration, traffic engineering",2012,sigcomm
Niklas  Semmler,T-Labs/TU Berlin,PaDIS Emulator: An Emulator to Evaluate CDN-ISP Collaboration,"cdn-isp collaboration, traffic engineering",2012,sigcomm
Georgios Smaragdakis,T-Labs/TU Berlin,PaDIS Emulator: An Emulator to Evaluate CDN-ISP Collaboration,"cdn-isp collaboration, traffic engineering",2012,sigcomm
Amir  Chaudhry,University of Cambridge,Signposts: End-to-End Networking in a World of Middleboxes,"user-centered, edge network, naming, middlebox, dns",2012,sigcomm
Anil  Madhavapeddy,University of Cambridge,Signposts: End-to-End Networking in a World of Middleboxes,"user-centered, edge network, naming, middlebox, dns",2012,sigcomm
Charalampos Rotsos,University of Cambridge,Signposts: End-to-End Networking in a World of Middleboxes,"user-centered, edge network, naming, middlebox, dns",2012,sigcomm
Richard Mortier,University of Nottingham,Signposts: End-to-End Networking in a World of Middleboxes,"user-centered, edge network, naming, middlebox, dns",2012,sigcomm
Andrius  Auçinas,University of Cambridge,Signposts: End-to-End Networking in a World of Middleboxes,"user-centered, edge network, naming, middlebox, dns",2012,sigcomm
J. Crowcroft,University of Cambridge,Signposts: End-to-End Networking in a World of Middleboxes,"user-centered, edge network, naming, middlebox, dns",2012,sigcomm
Sebastian Probst Eide,University of Cambridge,Signposts: End-to-End Networking in a World of Middleboxes,"user-centered, edge network, naming, middlebox, dns",2012,sigcomm
Steven  Hand,University of Cambridge,Signposts: End-to-End Networking in a World of Middleboxes,"user-centered, edge network, naming, middlebox, dns",2012,sigcomm
Andrew W. Moore,University of Cambridge,Signposts: End-to-End Networking in a World of Middleboxes,"user-centered, edge network, naming, middlebox, dns",2012,sigcomm
Narseo Vallina-Rodriguez,University of Cambridge,Signposts: End-to-End Networking in a World of Middleboxes,"user-centered, edge network, naming, middlebox, dns",2012,sigcomm
Felicián  NéMeth,Budapest University of Technology and Economics,Towards SmartFlow: Case Studies on Enhanced Programmable Forwarding in OpenFlow Switches,"bloom filters, network coding, sdn, openflow, greedy routing",2012,sigcomm
Ádám  Stipkovits,Budapest University of Technology and Economics,Towards SmartFlow: Case Studies on Enhanced Programmable Forwarding in OpenFlow Switches,"bloom filters, network coding, sdn, openflow, greedy routing",2012,sigcomm
Balázs  Sonkoly,Budapest University of Technology and Economics,Towards SmartFlow: Case Studies on Enhanced Programmable Forwarding in OpenFlow Switches,"bloom filters, network coding, sdn, openflow, greedy routing",2012,sigcomm
András  Gulyás,Budapest University of Technology and Economics,Towards SmartFlow: Case Studies on Enhanced Programmable Forwarding in OpenFlow Switches,"bloom filters, network coding, sdn, openflow, greedy routing",2012,sigcomm
Michael  Jarschel,University of Würzburg,An OpenFlow-Based Energy-Efficient Data Center Approach,"openflow, energy-efficiency, data center",2012,sigcomm
Rastin  Pries,University of Würzburg,An OpenFlow-Based Energy-Efficient Data Center Approach,"openflow, energy-efficiency, data center",2012,sigcomm
Anduo  Wang,University of Pennsylvania,Reduction-Based Analysis of BGP Systems with BGPVerif,"formal analysis, reduction, border gateway protocol",2012,sigcomm
Alexander J T Gurney,University of Pennsylvania,Reduction-Based Analysis of BGP Systems with BGPVerif,"formal analysis, reduction, border gateway protocol",2012,sigcomm
Xianglong  Han,University of Pennsylvania,Reduction-Based Analysis of BGP Systems with BGPVerif,"formal analysis, reduction, border gateway protocol",2012,sigcomm
Jinyan  Cao,University of Pennsylvania,Reduction-Based Analysis of BGP Systems with BGPVerif,"formal analysis, reduction, border gateway protocol",2012,sigcomm
Carolyn  Talcot,SRI International,Reduction-Based Analysis of BGP Systems with BGPVerif,"formal analysis, reduction, border gateway protocol",2012,sigcomm
Boonthau  Loo,University of Pennsylvania,Reduction-Based Analysis of BGP Systems with BGPVerif,"formal analysis, reduction, border gateway protocol",2012,sigcomm
Andre  Scedrov,University of Pennsylvania,Reduction-Based Analysis of BGP Systems with BGPVerif,"formal analysis, reduction, border gateway protocol",2012,sigcomm
Alexander J T Gurney,University of Pennsylvania,Route Shepherd: Stability Hints for the Control Plane,"partial specification, border gateway protocol, routing policy, stable path problems",2012,sigcomm
Xianglong  Han,University of Pennsylvania,Route Shepherd: Stability Hints for the Control Plane,"partial specification, border gateway protocol, routing policy, stable path problems",2012,sigcomm
Yang  Li,University of Pennsylvania,Route Shepherd: Stability Hints for the Control Plane,"partial specification, border gateway protocol, routing policy, stable path problems",2012,sigcomm
Boonthau  Loo,University of Pennsylvania,Route Shepherd: Stability Hints for the Control Plane,"partial specification, border gateway protocol, routing policy, stable path problems",2012,sigcomm
Vladimir Andrei Olteanu,University Politehnica of Bucharest,Efficiently Migrating Stateful Middleboxes,"migration, middlebox",2012,sigcomm
Costin Raiciu,University Politehnica of Bucharest,Efficiently Migrating Stateful Middleboxes,"migration, middlebox",2012,sigcomm
Nathan Farrington,University of California San Diego,A Demonstration of Ultra-Low-Latency Data Center Optical Circuit Switching,"optical circuit switching, data center networks",2012,sigcomm
George M. Porter,University of California San Diego,A Demonstration of Ultra-Low-Latency Data Center Optical Circuit Switching,"optical circuit switching, data center networks",2012,sigcomm
Pangchen  Sun,University of California San Diego,A Demonstration of Ultra-Low-Latency Data Center Optical Circuit Switching,"optical circuit switching, data center networks",2012,sigcomm
Alex  Forencich,University of California San Diego,A Demonstration of Ultra-Low-Latency Data Center Optical Circuit Switching,"optical circuit switching, data center networks",2012,sigcomm
Joseph Earl Ford,University of California San Diego,A Demonstration of Ultra-Low-Latency Data Center Optical Circuit Switching,"optical circuit switching, data center networks",2012,sigcomm
Yeshaiahu  Fainman,University of California San Diego,A Demonstration of Ultra-Low-Latency Data Center Optical Circuit Switching,"optical circuit switching, data center networks",2012,sigcomm
George C Papen,University of California San Diego,A Demonstration of Ultra-Low-Latency Data Center Optical Circuit Switching,"optical circuit switching, data center networks",2012,sigcomm
Amin M Vahdat,University of California San Diego,A Demonstration of Ultra-Low-Latency Data Center Optical Circuit Switching,"optical circuit switching, data center networks",2012,sigcomm
Simon Knight,University of Adelaide,"AutoNetkit: Simplifying Large Scale, Open-Source Network Experimentation","emulation, automated configuration, network management",2012,sigcomm
Askar  Jaboldinov,Loughborough University,"AutoNetkit: Simplifying Large Scale, Open-Source Network Experimentation","emulation, automated configuration, network management",2012,sigcomm
Olaf Maennel,Loughborough University,"AutoNetkit: Simplifying Large Scale, Open-Source Network Experimentation","emulation, automated configuration, network management",2012,sigcomm
Iain William Phillips,Loughborough University,"AutoNetkit: Simplifying Large Scale, Open-Source Network Experimentation","emulation, automated configuration, network management",2012,sigcomm
Matthew Roughan,University of Adelaide,"AutoNetkit: Simplifying Large Scale, Open-Source Network Experimentation","emulation, automated configuration, network management",2012,sigcomm
Matthias Wählisch,Freie Universität Berlin,Bulk of Interest: Performance Measurement of Content-Centric Routing,"performance, experimental evaluation, routing",2012,sigcomm
Thomas C. Schmidt,Hamburg University of Applied Sciences,Bulk of Interest: Performance Measurement of Content-Centric Routing,"performance, experimental evaluation, routing",2012,sigcomm
Markus  Vahlenkamp,Hamburg University of Applied Sciences,Bulk of Interest: Performance Measurement of Content-Centric Routing,"performance, experimental evaluation, routing",2012,sigcomm
Neil Alexander Twigg,University of Stirling,User-Level Data Center Tomography,"tomography, network measurement, data centers",2012,sigcomm
Marwan Fayed,University of Stirling,User-Level Data Center Tomography,"tomography, network measurement, data centers",2012,sigcomm
Colin Perkins,University of Glasgow,User-Level Data Center Tomography,"tomography, network measurement, data centers",2012,sigcomm
Dimitrios P Pezaros,University of Glasgow,User-Level Data Center Tomography,"tomography, network measurement, data centers",2012,sigcomm
Posco  Tso,University of Glasgow,User-Level Data Center Tomography,"tomography, network measurement, data centers",2012,sigcomm
Matthias Wählisch,Freie Universität Berlin,Towards Detecting BGP Route Hijacking Using the RPKI,"secure inter-domain routing, rpki, deployment, bgp",2012,sigcomm
Olaf Maennel,Loughborough University,Towards Detecting BGP Route Hijacking Using the RPKI,"secure inter-domain routing, rpki, deployment, bgp",2012,sigcomm
Thomas C. Schmidt,HAW Hamburg,Towards Detecting BGP Route Hijacking Using the RPKI,"secure inter-domain routing, rpki, deployment, bgp",2012,sigcomm
Tilman Wolf,University of Massachusetts Amherst,Choice as a Principle in Network Architecture,network architecture; innovation; economics,2012,sigcomm
James Nelson Griffioen,University of Kentucky,Choice as a Principle in Network Architecture,network architecture; innovation; economics,2012,sigcomm
Kenneth Leonard Calvert,University of Kentucky,Choice as a Principle in Network Architecture,network architecture; innovation; economics,2012,sigcomm
Rudra  Dutta,North Carolina State University,Choice as a Principle in Network Architecture,network architecture; innovation; economics,2012,sigcomm
George N Rouskas,North Carolina State University,Choice as a Principle in Network Architecture,network architecture; innovation; economics,2012,sigcomm
Ilia  Baldine,University of North Carolina,Choice as a Principle in Network Architecture,network architecture; innovation; economics,2012,sigcomm
Anna Bobiak Nagurney,University of Massachusetts Amherst,Choice as a Principle in Network Architecture,network architecture; innovation; economics,2012,sigcomm
Wenliang  Fu,Beijing Institute of Technology,A Frequency Adjustment Architecture for Energy Efficient Router,"energy efficient strategy, energy efficient router architecture, frequency adjustment",2012,sigcomm
Tian  Song,Beijing Institute of Technology,A Frequency Adjustment Architecture for Energy Efficient Router,"energy efficient strategy, energy efficient router architecture, frequency adjustment",2012,sigcomm
Pietro  Marchetta,University of Napoli,Detecting Third-Party Addresses in Traceroute IP Paths,"traceroute, internet topology, as-level path",2012,sigcomm
Walter  De Donato,University of Napoli,Detecting Third-Party Addresses in Traceroute IP Paths,"traceroute, internet topology, as-level path",2012,sigcomm
Antonio  Pescapè,University of Napoli,Detecting Third-Party Addresses in Traceroute IP Paths,"traceroute, internet topology, as-level path",2012,sigcomm
Changhyun  Lee,KAIST,Reviving Delay-Based TCP for Data Centers,"latency, tcp, data centers",2012,sigcomm
Keon  Jang,Microsoft Research,Reviving Delay-Based TCP for Data Centers,"latency, tcp, data centers",2012,sigcomm
Sue  Moon,KAIST,Reviving Delay-Based TCP for Data Centers,"latency, tcp, data centers",2012,sigcomm
Bingyang  Liu,Tsinghua University,FaaS: Filtering IP Spoofing Traffic as a Service,"ingress filtering, economics, ip spoofing",2012,sigcomm
Jun Bi,Tsinghua University,FaaS: Filtering IP Spoofing Traffic as a Service,"ingress filtering, economics, ip spoofing",2012,sigcomm
Xiaowei  Yang,Duke University,FaaS: Filtering IP Spoofing Traffic as a Service,"ingress filtering, economics, ip spoofing",2012,sigcomm
Balajee Vamanan,Purdue University,Deadline-Aware Datacenter Tcp (D2TCP),"sla, cloud services, deadline, tcp, datacenter, oldi, ecn",2012,sigcomm
Jahangir  Hasan,Google Inc.,Deadline-Aware Datacenter Tcp (D2TCP),"sla, cloud services, deadline, tcp, datacenter, oldi, ecn",2012,sigcomm
T N Vijaykumar,Purdue University,Deadline-Aware Datacenter Tcp (D2TCP),"sla, cloud services, deadline, tcp, datacenter, oldi, ecn",2012,sigcomm
Chiyao  Hong,University of Illinois Urbana Champaign,Finishing Flows Quickly with Preemptive Scheduling,"data center, flow scheduling, deadline",2012,sigcomm
Matthew C Caesar,University of Illinois Urbana Champaign,Finishing Flows Quickly with Preemptive Scheduling,"data center, flow scheduling, deadline",2012,sigcomm
Philip Brighten Godfrey,University of Illinois Urbana Champaign,Finishing Flows Quickly with Preemptive Scheduling,"data center, flow scheduling, deadline",2012,sigcomm
David Zats,University of California Berkeley,DeTail: Reducing the Flow Completion Time Tail in Datacenter Networks,"flow statistics, datacenter network, multi-path",2012,sigcomm
Tathagata  Das,University of California Berkeley,DeTail: Reducing the Flow Completion Time Tail in Datacenter Networks,"flow statistics, datacenter network, multi-path",2012,sigcomm
Prashanth Mohan,University of California Berkeley,DeTail: Reducing the Flow Completion Time Tail in Datacenter Networks,"flow statistics, datacenter network, multi-path",2012,sigcomm
Dhruba  Borthakur,Facebook,DeTail: Reducing the Flow Completion Time Tail in Datacenter Networks,"flow statistics, datacenter network, multi-path",2012,sigcomm
Randy Katz,University of California Berkeley,DeTail: Reducing the Flow Completion Time Tail in Datacenter Networks,"flow statistics, datacenter network, multi-path",2012,sigcomm
Gonca  Gürsun,Boston University,Inferring Visibility: Who’s (Not) Talking to Whom?,"bgp, matrix completion",2012,sigcomm
Natali  Ruchansky,Boston University,Inferring Visibility: Who’s (Not) Talking to Whom?,"bgp, matrix completion",2012,sigcomm
Evimaria  Terzi,Boston University,Inferring Visibility: Who’s (Not) Talking to Whom?,"bgp, matrix completion",2012,sigcomm
Mark Edward Crovella,Boston University,Inferring Visibility: Who’s (Not) Talking to Whom?,"bgp, matrix completion",2012,sigcomm
Bernhard  Ager,ETH Zurich,Anatomy of a Large European IXP,"traffic characterization, internet topology, internet exchange points",2012,sigcomm
Nikolaos  Chatzis,TU Berlin / T-Labs,Anatomy of a Large European IXP,"traffic characterization, internet topology, internet exchange points",2012,sigcomm
Anja  Feldmann,TU Berlin / T-Labs,Anatomy of a Large European IXP,"traffic characterization, internet topology, internet exchange points",2012,sigcomm
Nadi  Sarrar,TU Berlin / T-Labs,Anatomy of a Large European IXP,"traffic characterization, internet topology, internet exchange points",2012,sigcomm
Steve Uhlig,Queen Mary,Anatomy of a Large European IXP,"traffic characterization, internet topology, internet exchange points",2012,sigcomm
Walter  Willinger,AT&T Labs-Research,Anatomy of a Large European IXP,"traffic characterization, internet topology, internet exchange points",2012,sigcomm
Vacha  Dave,University of Texas Austin,Measuring and Fingerprinting Click-Spam in Ad Networks,"traffic quality, click fraud, invalid clicks, advertising fraud, click-spam",2012,sigcomm
Saikat  Guha,Microsoft Research India,Measuring and Fingerprinting Click-Spam in Ad Networks,"traffic quality, click fraud, invalid clicks, advertising fraud, click-spam",2012,sigcomm
Yin  Zhang,University of Texas Austin,Measuring and Fingerprinting Click-Spam in Ad Networks,"traffic quality, click fraud, invalid clicks, advertising fraud, click-spam",2012,sigcomm
Lucian Sandu Popa,HP Labs,FairCloud: Sharing the Network in Cloud Computing,"cloud computing, network sharing",2012,sigcomm
Gautam  Kumar,University of California Berkeley,FairCloud: Sharing the Network in Cloud Computing,"cloud computing, network sharing",2012,sigcomm
Mosharaf  Chowdhury,University of California Berkeley,FairCloud: Sharing the Network in Cloud Computing,"cloud computing, network sharing",2012,sigcomm
Arvind  Krishnamurthy,University of Washington,FairCloud: Sharing the Network in Cloud Computing,"cloud computing, network sharing",2012,sigcomm
Sylvia Paul Ratnasamy,University of California Berkeley,FairCloud: Sharing the Network in Cloud Computing,"cloud computing, network sharing",2012,sigcomm
I. Stoica,University of California Berkeley,FairCloud: Sharing the Network in Cloud Computing,"cloud computing, network sharing",2012,sigcomm
Di  Xie,Purdue University,Only Constant is Change: Incorporating Time-Varying Network Reservations in Data Centers,"datacenter, allocation, bandwidth, network reservation, profiling",2012,sigcomm
Ning Ding,Purdue University,Only Constant is Change: Incorporating Time-Varying Network Reservations in Data Centers,"datacenter, allocation, bandwidth, network reservation, profiling",2012,sigcomm
Ying  Hu,Purdue University,Only Constant is Change: Incorporating Time-Varying Network Reservations in Data Centers,"datacenter, allocation, bandwidth, network reservation, profiling",2012,sigcomm
Ramana Rao Kompella,Purdue University,Only Constant is Change: Incorporating Time-Varying Network Reservations in Data Centers,"datacenter, allocation, bandwidth, network reservation, profiling",2012,sigcomm
Peterxiang  Gao,University of Waterloo,It’s Not Easy Being Green,"energy, green computing",2012,sigcomm
Andrew R Curtis,University of Waterloo,It’s Not Easy Being Green,"energy, green computing",2012,sigcomm
Bernard  Wong,University of Waterloo,It’s Not Easy Being Green,"energy, green computing",2012,sigcomm
S. Keshav,University of Waterloo,It’s Not Easy Being Green,"energy, green computing",2012,sigcomm
Asaf  Cidon,Stanford,Flashback: Decoupled Lightweight Wireless Control,wireless control,2012,sigcomm
Kanthi  Nagaraj,Stanford,Flashback: Decoupled Lightweight Wireless Control,wireless control,2012,sigcomm
Sachin  Katti,Stanford,Flashback: Decoupled Lightweight Wireless Control,wireless control,2012,sigcomm
Pramod  Viswanath,University of Illinois Urbana Champaign,Flashback: Decoupled Lightweight Wireless Control,wireless control,2012,sigcomm
Hariharan Shankar Rahul,Massachusetts Institute of Technology,JMB: Scaling Wireless Capacity with User Demands,"wireless networks, multi-user mimo, distributed mimo",2012,sigcomm
Swarun  Kumar,Massachusetts Institute of Technology,JMB: Scaling Wireless Capacity with User Demands,"wireless networks, multi-user mimo, distributed mimo",2012,sigcomm
Dina Katabi,Massachusetts Institute of Technology,JMB: Scaling Wireless Capacity with User Demands,"wireless networks, multi-user mimo, distributed mimo",2012,sigcomm
Sangtae  Ha,Princeton University,TUBE: Time-Dependent Pricing for Mobile Data,"wireless, time-dependent pricing, user trial",2012,sigcomm
Soumya Sen,Princeton University,TUBE: Time-Dependent Pricing for Mobile Data,"wireless, time-dependent pricing, user trial",2012,sigcomm
Carlee  Joe-Wong,Princeton University,TUBE: Time-Dependent Pricing for Mobile Data,"wireless, time-dependent pricing, user trial",2012,sigcomm
Youngbin  Im,Seoul National University,TUBE: Time-Dependent Pricing for Mobile Data,"wireless, time-dependent pricing, user trial",2012,sigcomm
Mung  Chiang,Princeton University,TUBE: Time-Dependent Pricing for Mobile Data,"wireless, time-dependent pricing, user trial",2012,sigcomm
Swarun  Kumar,Massachusetts Institute of Technology,CarSpeak: A Content-Centric Network for Autonomous Driving,"wireless, content-centric, autonomous vehicles",2012,sigcomm
Lixin  Shi,Massachusetts Institute of Technology,CarSpeak: A Content-Centric Network for Autonomous Driving,"wireless, content-centric, autonomous vehicles",2012,sigcomm
Nabeel  Ahmed,Massachusetts Institute of Technology,CarSpeak: A Content-Centric Network for Autonomous Driving,"wireless, content-centric, autonomous vehicles",2012,sigcomm
Stephanie  Gil,Massachusetts Institute of Technology,CarSpeak: A Content-Centric Network for Autonomous Driving,"wireless, content-centric, autonomous vehicles",2012,sigcomm
Dina  Katabi,Massachusetts Institute of Technology,CarSpeak: A Content-Centric Network for Autonomous Driving,"wireless, content-centric, autonomous vehicles",2012,sigcomm
Daniela L Rus,Massachusetts Institute of Technology,CarSpeak: A Content-Centric Network for Autonomous Driving,"wireless, content-centric, autonomous vehicles",2012,sigcomm
Matthias Wählisch,Freie Universität Berlin,Vitamin C for Your Smartphone: SKIMS Approach for Cooperativeand Lightweight Security at Mobiles,"mobile honeypot, mobile security, ad hoc trust, malware detection",2012,sigcomm
